,Aktywa razem/Kapitał własnyj (%),Wskaźnik rotacji kapitału obrotowego (x),Kapitał obrotowy,Obrót aktywów bieżących (x),Gotówka netto,Stopa zwrotu z kapitału własnego (ROE) (%),Kapitał własny ogółem,Wskaźnik rotacji aktywów (x),Operacyjny wskaźnik rentowności aktywów (%),Zwrot z kapitału zaangażowanego (%),into_default,Wiek firmy (lata)
13305,129.07,2.12,347639.43,1.12,338351.0,15.36,1059166.0,0.54,13.04,16.84,0,19.0
13306,110.89,1.51,486395.28,1.27,-49753.0,1.7,1890312.0,0.35,1.16,1.22,0,20.0
13307,106.94,3.59,203064.95,2.92,-20145.0,48.53,664206.0,1.03,50.59,54.11,0,8.0
13308,135.39,-11.86,-61296.84,7.63,-151749.0,-50.13,442134.0,1.21,-36.11,-48.89,0,17.0
13309,424.04,13.27,56038.59,3.13,-181587.0,6.74,56011.0,3.13,0.0,0.0,0,10.0
13310,120.23,6.57,113289.48,5.34,74484.0,56.08,128905.0,4.8,51.37,61.76,0,10.0
13311,115.16,0.98,748826.92,0.85,625542.0,20.76,757631.0,0.84,18.33,21.11,0,21.0
13312,191.03,4.93,146678.38,2.5,-476628.0,6.85,774350.0,0.49,4.53,5.01,0,21.0
13313,140.5,2.17,341609.16,1.55,-87355.0,37.44,341442.0,1.55,23.36,32.82,0,6.0
13314,138.51,0.22,3410651.31,0.15,-984278.0,2.14,4425268.0,0.12,-0.39,-0.54,0,12.0
13315,149.37,1.02,727027.29,0.68,-339917.0,3.72,769679.0,0.65,3.22,4.7,0,18.0
13316,109.62,41.08,17889.7,2.68,-311963.0,0.99,3640031.0,0.18,1.0,1.07,0,21.0
13317,136.85,1.62,458143.78,1.13,-197911.0,9.84,536789.0,1.01,7.16,9.8,0,20.0
13318,130.74,4.73,155856.7,4.73,-44790.0,13.22,145629.0,3.87,11.96,11.96,0,16.0
13319,122.57,2.65,280479.57,2.09,141345.0,-7.97,333172.0,1.82,-5.98,-7.34,0,18.0
13320,114.25,7.37,100900.89,6.28,-17488.0,-3.3,122630.0,5.31,-3.34,-3.81,0,18.0
13321,144.66,3.14,234640.72,3.14,-74559.0,121.04,166850.0,3.05,92.42,92.42,0,7.0
13322,153.62,11.69,63007.62,2.51,-410315.0,10.58,764929.0,0.63,8.23,10.23,1,20.0
13323,306.94,0.13,707796.09,0.13,-621024.0,161.96,299953.0,0.1,56.9,56.9,0,12.0
13324,114.97,-58.7,-12641.71,7.14,-75393.0,16.83,778002.0,0.83,14.65,16.84,0,21.0
13325,136.26,0.94,760110.45,0.94,-231557.0,20.5,638290.0,0.82,16.54,16.54,0,18.0
13326,130.92,15.35,48368.14,0.92,-739221.0,0.95,4346015.0,0.13,0.69,0.8,0,21.0
13327,111.45,3.16,235231.24,2.8,-30158.0,43.97,263167.0,2.53,39.46,43.98,0,17.0
13328,124.57,1.05,709702.09,0.9,147032.0,11.87,1003218.0,0.59,10.42,11.48,0,19.0
13329,121.93,5.8,97779.67,4.6,37279.0,87.33,115815.0,4.01,77.54,94.55,0,21.0
13330,1060.02,14.46,51424.21,7.08,-110024.0,29.02,11848.0,5.92,2.91,5.08,0,3.0
13331,119.78,3.03,231987.49,2.92,58466.0,81.62,660606.0,0.89,74.57,75.37,0,18.0
13332,101.32,1.23,602857.48,1.21,-9098.0,19.99,689423.0,1.06,19.73,19.99,0,19.0
13333,162.74,21.76,34149.24,10.35,-1193194.0,11.01,1900877.0,0.24,8.58,8.69,0,9.0
13334,129.78,5.75,128789.36,3.95,-58648.0,-24.86,196830.0,2.9,-19.34,-25.1,0,20.0
13335,324.46,16.4,45140.71,3.99,-140531.0,30.73,62578.0,3.65,9.34,30.3,0,17.0
13336,188.84,5.53,128152.39,3.27,-112614.0,3.74,251064.0,1.5,4.84,5.94,0,7.0
13337,119.04,3.91,189829.55,3.91,-68217.0,74.22,358075.0,1.74,62.35,62.35,1,21.0
13338,141.75,13.65,54230.22,9.63,-22642.0,6.17,54204.0,9.63,4.44,6.29,0,21.0
13339,113.42,20.45,36214.55,3.56,-275124.0,0.45,3213085.0,0.2,0.42,0.44,0,19.0
13340,116.04,7.8,95144.64,5.97,31146.0,27.12,180814.0,3.53,23.37,27.12,0,21.0
13341,159.66,2.64,271605.12,1.58,6309.0,2.69,377065.0,1.19,1.39,1.99,0,18.0
13342,117.42,1.83,411730.39,1.54,-76187.0,1.18,437070.0,1.47,0.42,0.49,0,18.0
13343,114.2,3.12,235952.97,2.73,15095.0,4.79,239940.0,2.69,3.8,4.34,0,17.0
13344,273.64,14.21,50630.52,3.2,22852.0,-28.43,100218.0,2.62,-10.39,-28.43,0,18.0
13345,199.36,6.77,107996.82,3.16,-11422.0,36.86,127033.0,2.89,22.73,44.18,0,17.0
13346,157.14,3.73,197236.81,2.27,-126518.0,-53.16,221295.0,2.12,-33.41,-52.51,0,19.0
13347,123.77,3.7,194894.36,2.99,67927.0,57.69,195361.0,2.98,45.15,55.88,0,20.0
13348,140.11,2.24,306801.72,1.55,-160320.0,16.03,399523.0,1.23,12.78,16.93,0,17.0
13349,120.16,4.6,159859.86,3.82,92504.0,13.43,161635.0,3.79,12.29,14.77,0,19.0
13350,171.05,7.4,100169.73,2.06,-252812.0,0.14,365000.0,1.19,-0.36,-0.61,0,18.0
13351,235.18,13.48,54990.73,5.73,27142.0,22.65,54964.0,5.73,8.34,19.62,1,19.0
13352,-51.34,8.39,61872.93,8.39,-190671.0,-73.44,-125927.0,8.02,143.04,143.04,0,10.0
13353,110.32,0.8,884536.9,0.68,650569.0,9.09,1475602.0,0.43,-2.12,-2.34,0,20.0
13354,154.0,5.39,133124.18,1.97,-231133.0,7.71,427788.0,1.09,6.55,10.08,0,21.0
13355,144.62,2.22,332449.62,2.22,-103936.0,23.31,232844.0,2.19,17.73,17.73,0,19.0
13356,114.61,4.53,162243.18,3.58,30975.0,-11.54,296217.0,2.17,-10.07,-11.54,1,9.0
13357,112.72,1.08,619570.74,0.97,26769.0,25.53,1007045.0,0.59,23.33,24.87,0,20.0
13358,176.32,5.27,130518.28,0.42,-1055232.0,9.14,1985884.0,0.2,5.7,9.93,0,21.0
13359,210.95,1.84,400385.56,0.85,-464908.0,-14.46,419338.0,0.83,-5.76,-12.16,1,4.0
13360,155.04,6.77,98804.92,3.07,-335429.0,18.7,878608.0,0.49,14.88,16.31,0,19.0
13361,305.96,9.04,81889.32,3.01,-77490.0,8.82,80227.0,3.01,2.88,8.64,0,15.0
13362,112.01,1.42,521568.67,1.16,429602.0,14.19,1042316.0,0.63,13.98,15.5,0,8.0
13363,113.5,1.8,411082.77,1.57,289374.0,14.63,436784.0,1.49,11.68,13.25,0,10.0
13364,219.03,9.75,71968.3,4.65,-81930.0,82.65,68797.0,4.65,41.14,86.18,0,9.0
13365,147.56,4.27,173120.09,3.29,-92095.0,14.13,483151.0,1.04,11.75,12.67,0,20.0
13366,220.91,3.33,221857.55,1.42,-170598.0,8.24,245904.0,1.36,3.85,8.51,0,20.0
13367,138.79,2.71,272586.75,1.73,-154439.0,67.24,397944.0,1.34,0.0,0.0,0,9.0
13368,149.44,5.5,123118.48,2.39,-59780.0,1.34,370575.0,1.22,1.42,1.99,0,20.0
13369,172.16,4.66,158488.64,2.54,-132579.0,4.48,183636.0,2.34,5.17,8.89,0,20.0
13370,117.67,3.99,184909.57,3.27,175423.0,-15.06,229202.0,2.74,-12.88,-15.16,0,16.0
13371,161.28,10.77,68363.0,6.51,24178.0,19.49,72827.0,6.27,13.92,22.45,0,9.0
13372,179.69,4.92,141129.47,3.2,42605.0,45.03,158370.0,2.44,27.74,37.84,0,12.0
13373,117.19,1.7,356736.09,1.07,-241546.0,5.47,1404270.0,0.37,0.0,0.0,0,10.0
13374,285.86,4.4,166290.88,1.54,-309063.0,14.49,166209.0,1.54,4.97,14.2,0,19.0
13375,102.75,0.44,624881.48,0.43,39313.0,56.23,902169.0,0.3,53.53,55.01,0,20.0
13376,113.91,2.11,343854.18,1.84,98620.0,30.78,364417.0,1.75,25.18,28.68,0,13.0
13377,121.27,12.35,59692.91,2.56,-209900.0,-0.6,1072634.0,0.57,-3.43,-4.16,0,21.0
13378,103.87,2.2,336087.51,2.12,-12996.0,10.22,335947.0,2.12,12.55,13.04,0,11.0
13379,138.62,3.3,223540.94,3.3,-62273.0,22.62,161188.0,3.3,17.94,17.94,0,20.0
13380,114.12,3.93,187841.42,3.33,93962.0,0.0,242508.0,2.67,37.03,42.26,0,21.0
13381,138.03,1.3,569604.8,0.91,205812.0,8.26,666340.0,0.8,6.46,8.76,0,16.0
13382,106.48,2.58,286385.58,2.04,-76132.0,36.64,1174594.0,0.59,37.87,40.32,0,10.0
13383,141.36,0.97,736875.26,0.68,-446136.0,0.75,1091852.0,0.46,2.06,2.58,0,18.0
13384,114.78,1.25,565439.94,1.07,5043.0,5.43,648452.0,0.95,3.78,4.34,0,13.0
13385,254.04,4.89,124983.69,3.33,-207647.0,44.87,134735.0,1.78,18.26,22.0,0,20.0
13386,167.11,2.03,364569.63,1.14,-451834.0,3.78,922256.0,0.48,0.19,0.23,0,19.0
13387,103.48,1.7,410371.78,0.93,352426.0,-0.03,10028146.0,0.07,-0.05,-0.05,0,19.0
13388,124.58,4.12,167406.02,1.89,-74276.0,-3.91,1248576.0,0.44,-3.17,-3.63,0,20.0
13389,128.78,2.92,252595.66,2.27,80641.0,36.48,252472.0,2.27,31.47,40.53,0,10.0
13390,103.06,5.48,134570.12,5.3,7062.0,20.7,147286.0,4.85,21.91,22.58,0,18.0
13391,127.32,10.39,70514.45,6.56,-359.0,-39.68,150475.0,3.82,-30.37,-38.66,0,20.0
13392,122.3,4.66,147873.49,4.66,-27965.0,-304.77,125356.0,4.49,-249.2,-249.2,0,19.0
13393,165.0,9.96,71765.01,6.01,-47139.0,25.52,72484.0,5.98,17.09,28.2,0,13.0
13394,178.54,4.18,175850.65,2.23,-102858.0,66.82,196028.0,2.1,42.32,75.55,0,11.0
13395,152.07,5.04,146003.35,3.21,-67427.0,0.22,160091.0,3.02,0.14,0.22,0,21.0
13396,139.2,-3.8,-186898.24,6.11,-383307.0,3.52,977437.0,0.52,3.68,4.74,0,20.0
13397,162.25,1.59,454676.48,0.97,-339773.0,69.84,559601.0,0.8,43.05,63.17,0,20.0
13398,148.58,2.63,250983.74,2.0,-128012.0,18.45,263404.0,1.68,15.04,18.78,0,15.0
13399,134.04,5.42,135520.15,5.42,-34415.0,51.2,101056.0,5.42,43.72,43.72,0,18.0
13400,133.58,1.24,589098.81,0.87,467732.0,0.14,871732.0,0.63,0.25,0.32,0,20.0
13401,112.11,2.26,315615.62,1.71,-101154.0,-3.61,834862.0,0.76,-3.02,-3.38,0,21.0
13402,119.87,4.08,179380.85,4.08,-31193.0,26.52,156931.0,3.89,24.2,24.2,0,21.0
13403,122.42,2.14,338669.19,1.66,142430.0,-5.61,435758.0,1.36,-4.79,-5.86,0,20.0
13404,113.47,2.22,327334.3,1.84,173305.0,-6.15,488733.0,1.31,-5.47,-6.21,0,8.0
13405,177.55,2.36,311920.13,1.33,-243899.0,9.94,314353.0,1.32,0.0,0.0,0,21.0
13406,118.97,1.53,468760.25,1.13,-166249.0,12.85,875772.0,0.69,0.0,0.0,0,17.0
13407,126.88,2.45,300522.05,2.45,-214020.0,4.09,795656.0,0.73,3.52,3.52,0,12.0
13408,187.2,3.31,222595.49,3.31,-103689.0,70.19,118848.0,3.31,41.22,41.22,0,19.0
13409,132.07,3.09,231939.22,2.41,-74559.0,43.42,232395.0,2.34,36.84,46.95,0,20.0
13410,139.02,2.61,270025.87,2.08,-56268.0,80.26,406832.0,1.24,64.09,72.88,0,20.0
13411,158.0,1.81,407025.9,0.82,-350899.0,3.4,842962.0,0.55,2.26,3.58,0,19.0
13412,109.94,1.24,577539.44,1.12,-58831.0,20.87,591754.0,1.1,20.98,23.07,0,12.0
13413,169.12,3.59,204164.87,2.02,-100706.0,76.75,229268.0,1.89,48.95,82.65,0,14.0
13414,147.31,4.26,161301.49,2.45,-119165.0,24.44,251762.0,1.85,0.0,0.0,0,18.0
13415,110.61,1.66,442625.87,1.5,358250.0,70.7,447304.0,1.49,69.46,76.84,0,21.0
13416,101.96,0.7,1041173.95,0.69,-24526.0,-10.33,1247570.0,0.57,0.0,0.0,0,20.0
13417,133.43,1.47,499246.49,1.17,-158716.0,4.71,474513.0,1.16,0.0,0.0,0,19.0
13418,152.49,33.57,21883.48,6.09,-156869.0,6.78,368308.0,1.31,4.94,5.99,0,20.0
13419,110.87,1.47,496559.7,1.3,-64598.0,-1.4,593937.0,1.11,-2.31,-2.56,0,19.0
13420,106.45,-39.53,-18598.85,20.29,-70723.0,0.71,1288744.0,0.54,0.78,0.81,0,19.0
13421,259.51,1.17,333857.75,0.45,-530080.0,41.03,333694.0,0.45,15.81,41.03,0,9.0
13422,103.36,0.7,895210.41,0.67,147083.0,11.4,1949437.0,0.31,11.13,11.32,0,21.0
13423,124.8,4.37,168315.0,3.3,-54262.0,1.29,218678.0,2.69,1.05,1.31,0,20.0
13424,281.12,8.11,90321.58,3.83,-110783.0,84.7,69387.0,3.75,32.57,67.66,0,18.0
13425,121.97,5.77,123135.32,4.21,-45730.0,2.1,208075.0,2.8,1.37,1.67,0,21.0
13426,118.15,4.4,156082.99,2.66,54124.0,9.23,561212.0,1.04,12.13,14.33,0,20.0
13427,136.65,3.29,223362.86,3.29,-60211.0,47.62,164192.0,3.27,38.98,38.98,0,21.0
13428,104.02,0.74,977868.25,0.71,945032.0,8.92,1167157.0,0.6,7.01,7.29,0,21.0
13429,154.35,1.76,388537.71,1.47,-164142.0,16.94,301885.0,1.47,12.95,15.54,0,8.0
13430,178.13,4.38,167049.56,2.18,-153238.0,35.39,214498.0,1.91,26.0,46.31,0,1.0
13431,125.27,1.26,581626.92,1.01,243467.0,18.77,581342.0,1.01,17.62,22.07,0,14.0
13432,150.94,3.87,189473.86,2.53,-98751.0,22.24,197709.0,2.46,17.89,27.01,0,18.0
13433,125.92,0.74,976417.5,0.4,-1271891.0,-5.48,4904193.0,0.12,-4.69,-5.39,0,21.0
13434,116.34,2.33,296211.43,1.94,-61008.0,19.06,373096.0,1.59,19.02,22.12,0,11.0
13435,145.98,9.35,77811.46,6.4,-35777.0,137.56,77773.0,6.4,103.13,150.55,0,9.0
13436,133.48,1.14,400447.48,0.98,238699.0,1.09,434426.0,0.79,0.8,0.9,0,16.0
13437,123.0,2.31,317653.1,1.88,-73590.0,24.99,319869.0,1.86,0.0,0.0,0,20.0
13438,227.65,3.38,193672.56,2.27,-223843.0,24.89,175270.0,1.64,13.61,17.81,1,18.0
13439,126.18,1.25,571845.84,0.94,213636.0,29.79,744976.0,0.76,24.54,30.82,0,19.0
13440,301.4,3.15,233207.44,1.17,-419712.0,163.36,208298.0,1.17,54.2,145.98,0,19.0
13441,136.3,32.65,22409.33,10.94,-41097.0,1.02,208976.0,2.57,1.22,1.45,0,19.0
13442,132.79,3.89,187896.28,3.89,-46397.0,30.45,141430.0,3.89,25.16,25.16,0,18.0
13443,274.53,12.01,58004.53,5.18,-38989.0,25.65,48979.0,5.18,11.19,25.95,0,19.0
13444,138.44,13.29,55153.98,4.55,-41416.0,0.92,275412.0,1.92,0.72,1.0,0,20.0
13445,115.3,1.45,505745.41,1.21,293162.0,2.75,709049.0,0.9,0.16,0.18,0,20.0
13446,116.51,3.3,221870.13,2.82,126649.0,34.98,230871.0,2.72,31.4,36.58,0,19.0
13447,104.54,1.14,637774.61,1.09,556382.0,29.42,662764.0,1.05,30.04,31.4,0,21.0
13448,114.92,0.41,386213.06,0.35,-63385.0,4.5,424592.0,0.32,6.0,6.89,0,17.0
13449,181.33,4.15,171801.03,2.32,-80521.0,28.98,166863.0,2.35,18.12,32.86,0,9.0
13450,382.93,1.92,380986.44,1.38,-344034.0,61.38,140782.0,1.36,19.8,27.52,0,6.0
13451,118.93,5.14,142433.22,4.32,103202.0,55.82,142363.0,4.32,50.68,60.27,0,16.0
13452,107.73,2.75,263501.26,1.19,204636.0,1.43,4501919.0,0.15,1.21,1.3,0,20.0
13453,176.73,3.77,192654.14,2.12,34727.0,2.52,194825.0,2.11,3.01,5.31,0,18.0
13454,199.28,2.76,212271.96,0.69,-581819.0,0.88,640920.0,0.46,1.2,2.39,0,18.0
13455,104.9,2.52,270714.89,2.06,92283.0,1.67,1310431.0,0.5,1.5,1.57,0,20.0
13456,101.47,2.25,324482.77,2.0,-41583.0,3.62,2828617.0,0.25,0.23,0.23,0,18.0
13457,124.38,2.95,248474.88,2.29,90328.0,35.5,289548.0,2.03,20.37,25.34,0,5.0
13458,166.13,9.33,78447.15,2.83,-179815.0,7.61,271777.0,1.62,5.11,8.48,0,17.0
13459,170.31,8.12,90137.49,4.56,-70414.0,40.97,100093.0,4.29,0.0,0.0,0,17.0
13460,126.1,6.55,111674.12,4.68,-44830.0,55.08,171700.0,3.38,48.62,61.31,0,7.0
13461,135.81,7.1,100956.28,7.1,-50307.0,14.92,140422.0,3.76,13.34,13.34,0,10.0
13462,104.11,1.1,574590.86,0.86,306879.0,10.28,3916637.0,0.16,9.61,10.01,0,14.0
13463,119.32,1.82,393925.45,1.62,-72570.0,44.5,375471.0,1.6,37.74,42.44,0,12.0
13464,118.89,6.88,106196.49,2.05,43371.0,0.5,1321660.0,0.46,0.09,0.11,0,20.0
13465,129.86,3.63,200923.75,2.53,-87479.0,32.54,292778.0,1.92,27.22,35.34,0,17.0
13466,124.74,3.36,217177.03,2.36,-79807.0,57.01,378307.0,1.54,45.15,56.13,0,20.0
13467,202.21,0.98,680024.19,0.75,-2220149.0,8.28,2227198.0,0.15,5.66,5.94,0,11.0
13468,102.74,0.47,1542089.06,0.46,1375857.0,8.66,1627952.0,0.44,9.16,9.41,0,18.0
13469,757.08,1.84,396201.08,1.53,-443535.0,0.76,67468.0,1.43,0.11,0.13,0,19.0
13470,130.57,5.54,131240.21,4.22,53746.0,17.85,134113.0,4.15,14.33,18.7,0,17.0
13471,289.18,7.84,93151.95,3.52,-63012.0,15.5,71784.0,3.52,5.94,13.24,0,9.0
13472,159.31,3.17,228543.64,2.0,-18875.0,38.91,227792.0,2.0,18.61,29.57,0,15.0
13473,104.87,3.36,184897.57,2.18,-100666.0,5.87,2064796.0,0.29,5.6,5.87,0,18.0
13474,213.07,13.95,52284.53,3.14,-180151.0,8.13,159252.0,2.15,0.0,0.0,0,20.0
13475,162.26,4.24,171552.61,4.24,-70970.0,22.72,113925.0,3.93,14.0,14.0,0,21.0
13476,101.33,0.21,1202622.54,0.2,-16173.0,34.93,1213148.0,0.2,34.47,34.93,0,19.0
13477,137.99,7.21,101332.24,3.55,-84750.0,99.19,301379.0,1.76,79.22,105.8,0,20.0
13478,116.3,1.27,568799.73,0.58,312625.0,3.31,4203648.0,0.15,1.36,1.58,0,19.0
13479,283.22,7.53,96791.56,2.31,-72871.0,96.43,119473.0,2.15,37.25,105.49,0,12.0
13480,113.34,1.21,480940.61,0.9,69713.0,6.23,1264597.0,0.41,6.86,7.77,0,19.0
13481,115.9,176.86,4127.33,1.39,-55667.0,0.03,3278930.0,0.19,-0.07,-0.08,0,21.0
13482,144.18,3.69,197901.64,2.5,122324.0,9.96,210133.0,2.38,10.29,14.84,0,16.0
13483,154.87,7.88,92155.48,4.89,-59973.0,22.3,109254.0,4.29,17.96,26.96,0,21.0
13484,173.95,8.41,85837.86,4.48,-64541.0,29.62,101429.0,4.09,30.08,52.33,0,20.0
13485,155.43,4.44,162146.44,2.05,-96510.0,14.81,339782.0,1.36,10.02,15.58,0,10.0
13486,297.58,75.54,9621.74,3.51,-34207.0,45.18,101754.0,2.4,17.41,50.08,0,11.0
13487,123.68,1.85,393883.5,1.48,-98714.0,27.49,416660.0,1.41,0.0,0.0,0,19.0
13488,180.78,7.08,101556.5,4.91,-93166.0,18.91,115277.0,3.45,13.25,16.89,0,18.0
13489,139.88,4.15,175716.56,2.8,20937.0,10.68,220405.0,2.36,8.31,11.46,0,20.0
13490,108.14,2.76,263520.25,1.94,-241179.0,8.29,3084333.0,0.22,7.67,7.94,0,21.0
13491,336.44,466.34,1512.14,2.53,-228939.0,39.09,142115.0,1.47,13.02,31.0,0,6.0
13492,114.65,4.83,151087.67,4.15,21712.0,-1.92,167628.0,3.79,-1.58,-1.81,0,19.0
13493,202.31,0.07,9695221.35,0.06,-5574506.0,12.84,5445971.0,0.06,5.87,6.3,0,20.0
13494,118.78,4.34,167529.81,3.22,83280.0,3.56,336378.0,1.82,3.41,3.99,0,15.0
13495,155.38,-11.9,-61265.25,3.17,-256428.0,31.69,532568.0,0.88,25.12,38.75,0,12.0
13496,120.65,7.42,94755.71,5.09,-17302.0,6.69,238183.0,2.45,5.18,6.1,0,20.0
13497,440.04,5.85,123353.27,1.31,-364850.0,18.86,134119.0,1.22,-0.93,-3.39,0,21.0
13498,121.04,7.1,88452.51,4.96,33938.0,-12.38,200589.0,2.58,-10.44,-12.38,0,20.0
13499,127.83,25.38,28001.81,2.48,-719799.0,4.96,2892427.0,0.19,4.94,5.31,0,21.0
13500,397.39,6.13,117558.75,1.54,-302827.0,16.64,117501.0,1.54,4.72,18.78,0,7.0
13501,177.07,6.5,112055.48,3.67,-547.0,0.0,112222.0,3.67,56.36,99.8,0,9.0
13502,132.09,2.53,286212.89,1.92,610.0,40.78,286073.0,1.92,33.1,43.72,0,10.0
13503,107.38,1.19,607466.3,1.07,-66827.0,27.66,904716.0,0.74,25.8,27.71,0,11.0
13504,256.56,8.84,82053.97,3.32,-136577.0,54.89,87195.0,3.24,23.7,60.79,0,19.0
13505,117.64,3.54,186435.78,3.01,83388.0,49.58,186698.0,3.0,42.59,50.1,0,13.0
13506,107.87,6.15,118527.67,4.53,-65564.0,7.04,832671.0,0.81,7.53,7.91,0,19.0
13507,107.32,2.94,246256.86,2.74,233115.0,29.9,246136.0,2.74,31.5,33.81,0,21.0
13508,121.6,2.0,363192.91,1.56,201405.0,3.67,616295.0,0.97,1.84,2.13,1,18.0
13509,178.74,4.95,121445.22,2.64,-119132.0,-54.31,151214.0,2.23,-32.59,-53.71,0,14.0
13510,110.85,1.56,466530.05,1.4,-52463.0,4.4,483413.0,1.36,4.52,5.0,0,17.0
13511,137.41,3.16,190310.54,2.88,-1092477.0,12.39,3386496.0,0.13,11.78,11.83,0,12.0
13512,211.4,5.74,126925.46,2.69,-146748.0,59.76,131669.0,2.62,32.53,67.14,0,10.0
13513,118.22,1.93,377296.78,1.5,-72421.0,6.88,580013.0,1.06,4.11,4.86,0,18.0
13514,117.08,2.95,246509.45,2.43,-52549.0,37.6,307418.0,2.02,33.69,39.45,0,19.0
13515,254.2,0.47,1558675.81,0.47,-1130066.0,-13.23,732490.0,0.39,37.56,37.56,1,19.0
13516,219.2,6.34,114663.09,2.67,-157982.0,21.6,132474.0,2.5,12.43,27.24,0,19.0
13517,147.42,8.69,83310.3,4.61,-132846.0,14.9,304791.0,1.61,11.25,13.46,0,20.0
13518,204.47,3.26,205462.77,1.4,-178654.0,-19.84,261461.0,1.25,-10.17,-20.8,1,7.0
13519,129.89,3.87,187929.52,3.45,-19104.0,16.1,162068.0,3.45,13.56,15.18,0,9.0
13520,134.34,2.91,249500.51,2.91,-68316.0,85.29,198812.0,2.72,69.86,69.86,0,13.0
13521,449.8,40.29,17606.95,8.96,-58995.0,35.21,17598.0,8.96,9.13,41.05,0,11.0
13522,143.88,4.18,171398.77,2.89,-313214.0,11.36,713397.0,0.7,10.88,11.75,0,19.0
13523,114.2,4.03,179883.13,1.6,16349.0,5.84,1931508.0,0.33,4.93,5.63,0,21.0
13524,124.23,5.15,139980.36,3.39,-65174.0,117.43,299839.0,1.94,104.98,130.41,0,14.0
13525,130.83,2.47,275856.95,1.72,-115890.0,42.1,458870.0,1.13,33.22,41.54,0,20.0
13526,108.76,25.75,27568.79,20.5,10135.0,426.84,80466.0,8.11,433.44,471.43,0,10.0
13527,232.68,1.51,480255.65,0.76,-818829.0,12.99,674472.0,0.46,7.51,10.73,0,17.0
13528,148.76,4.69,138327.35,3.02,-92643.0,23.58,325942.0,1.34,17.92,21.3,0,18.0
13529,111.42,-29.38,-24672.27,11.18,-258843.0,3.28,2366264.0,0.27,3.5,3.63,0,10.0
13530,133.91,2.76,263341.58,1.87,37522.0,46.1,368623.0,1.47,38.26,51.24,0,11.0
13531,113.06,-5.81,-124882.87,2.39,-428111.0,0.72,3277354.0,0.2,0.74,0.84,0,20.0
13532,123.56,7.45,97269.17,4.36,-20562.0,24.66,292405.0,2.0,22.98,28.39,0,7.0
13533,501.58,0.75,965330.16,0.57,-952318.0,5.34,305966.0,0.47,-1.05,-1.32,0,19.0
13534,155.42,0.64,805171.74,0.62,-513714.0,11.21,926442.0,0.36,7.93,8.05,0,18.0
13535,139.02,2.21,161653.39,1.26,-47453.0,82.12,311886.0,0.82,66.58,92.56,0,20.0
13536,133.52,7.08,98140.66,5.05,-39504.0,20.31,117798.0,4.42,17.83,23.81,0,8.0
13537,124.2,5.11,139603.38,4.06,-39721.0,6.36,164019.0,3.5,6.63,8.08,0,20.0
13538,198.7,7.41,91657.69,2.89,-58698.0,-49.94,162817.0,2.1,-25.29,-45.41,0,10.0
13539,110.42,2.31,300234.19,1.73,-100953.0,3.24,968386.0,0.65,5.36,5.92,0,18.0
13540,100.43,0.16,1015738.25,0.16,-12332.0,6.78,2878113.0,0.06,7.38,7.38,0,21.0
13541,125.99,2.66,269857.07,2.11,-5678.0,33.92,270187.0,2.11,28.84,36.33,0,12.0
13542,104.43,1.38,521984.2,1.29,416747.0,4.11,876668.0,0.79,4.3,4.49,0,21.0
13543,154.85,-11.66,-61891.0,2.57,-342864.0,12.76,624834.0,0.75,9.36,14.49,0,16.0
13544,106.99,1.24,557162.1,1.15,-40591.0,-65.34,580527.0,1.11,-61.22,-65.5,0,20.0
13545,101.55,1.15,517023.54,1.06,-40300.0,8.43,2598985.0,0.22,8.62,8.75,0,21.0
13546,115.8,1.36,530886.26,1.17,-83881.0,31.64,530626.0,1.17,0.0,0.0,0,9.0
13547,116.23,0.83,797257.28,0.75,-351882.0,9.76,2167582.0,0.26,8.46,8.76,0,17.0
13548,1030.09,55.12,12902.75,4.31,-92725.0,652.97,16353.0,4.22,70.15,722.58,0,11.0
13549,126.73,1.23,574453.3,0.97,-142102.0,23.14,589091.0,0.95,20.8,26.36,0,5.0
13550,119.31,4.55,152618.16,3.77,41703.0,31.54,164917.0,3.53,29.51,35.2,0,19.0
13551,132.74,1.07,319713.27,0.87,-195084.0,39.48,945825.0,0.27,30.78,32.7,0,18.0
13552,220.39,9.45,74037.41,4.15,-94531.0,0.18,78482.0,4.04,-0.25,-0.55,0,19.0
13553,130.71,2.15,336228.45,1.39,-167221.0,4.9,602071.0,0.92,4.13,5.38,0,21.0
13554,124.25,6.36,112952.88,1.76,-246807.0,-1.22,1604191.0,0.36,-1.22,-1.44,0,20.0
13555,119.4,0.99,697974.62,0.8,-171448.0,-2.69,883175.0,0.66,-1.86,-2.21,0,19.0
13556,124.55,1.43,487509.3,1.13,-128355.0,15.9,522589.0,1.07,13.89,17.3,0,15.0
13557,332.64,8.02,90066.81,8.02,-62990.0,56.2,27063.0,8.02,19.95,19.95,0,20.0
13558,112.36,5.74,124150.7,5.42,-14455.0,48.93,116913.0,5.42,45.43,48.09,0,19.0
13559,88.59,4.88,147873.52,3.66,-35970.0,95.06,210645.0,3.87,114.59,155.93,0,13.0
13560,175.48,3.75,192528.76,2.03,-172778.0,75.66,228802.0,1.8,43.25,73.11,0,21.0
13561,108.75,2.41,299070.91,2.21,134632.0,36.81,311696.0,2.13,36.07,39.23,0,21.0
13562,103.19,5.97,120984.35,5.78,-3943.0,20.17,123596.0,5.66,20.46,21.11,0,4.0
